anno_acc,id_ateneo,ateneo_breve,codice_classe,laurea,lau_totali,isc_femmine,isc_maschi,isc_totali,isc_1anno
2018/2019,08701,Catania,L-29,scienze farmaceutiche applicate,41,252,71,323,108
2018/2019,08701,Catania,L-30,fisica,36,95,249,344,110
2018/2019,08701,Catania,L-31,informatica,82,84,730,814,297
2018/2019,08701,Catania,L-32,scienze ambientali e naturali,27,126,108,234,40
2018/2019,08701,Catania,L-33,economia,153,455,564,1019,218
2018/2019,08701,Catania,L-34,scienze geologiche,46,83,146,229,78
2018/2019,08701,Catania,L-35,matematica,24,102,93,195,66
2018/2019,08701,Catania,L-36,"storia, politica e relazioni internazionali",37,211,243,454,100
2018/2019,08701,Catania,L-39,sociologia e servizio sociale,39,298,21,319,50
2018/2019,08701,Catania,L-40,sociologia e servizio sociale,46,285,41,326,74
2018/2019,08701,Catania,L/SNT1,infermieristica,104,NA,NA,NA,143
2018/2019,08701,Catania,L/SNT1,ostetricia,13,NA,NA,NA,14
2018/2019,08701,Catania,L/SNT2,fisioterapia,35,NA,NA,NA,37
2018/2019,08701,Catania,L/SNT2,logopedia,21,NA,NA,NA,19
2018/2019,08701,Catania,L/SNT2,ortottica ed assistenza oftalmologica,11,NA,NA,NA,9
2018/2019,08701,Catania,L/SNT3,dietistica,21,NA,NA,NA,14
2018/2019,08701,Catania,L/SNT3,tecniche audioprotesiche,12,NA,NA,NA,12
2018/2019,08701,Catania,L/SNT3,tecniche di fisiopatologia cardiocircolatoria e perfusione cardiovascolare,9,NA,NA,NA,13
2018/2019,08701,Catania,L/SNT3,tecniche di laboratorio biomedico,8,NA,NA,NA,14
2018/2019,08701,Catania,L/SNT3,"tecniche di radiologia medica, per immagini e radioterapia",15,NA,NA,NA,13
2018/2019,08701,Catania,LM-02,archeologia,34,59,25,84,21
2018/2019,08701,Catania,LM-04CU,architettura,47,297,233,530,47
2018/2019,08701,Catania,LM-04CU,ingegneria edile-architettura,77,242,228,470,51
2018/2019,08701,Catania,LM-06,biologia ambientale,21,40,23,63,22
2018/2019,08701,Catania,LM-06,biologia sanitaria e cellulare-molecolare,47,153,49,202,96
2018/2019,08701,Catania,LM-07,biotecnologie agrarie,16,32,34,66,36
2018/2019,08701,Catania,LM-09,biotecnologie mediche,9,25,13,38,19
2018/2019,08701,Catania,LM-13,chimica e tecnologia farmaceutiche,39,410,171,581,107
2018/2019,08701,Catania,LM-13,farmacia,62,441,164,605,118
2018/2019,08701,Catania,LM-14,filologia moderna,95,264,49,313,87
2018/2019,08701,Catania,LM-15,filologia classica,15,64,16,80,18
2018/2019,08701,Catania,LM-18,informatica,11,NA,99,NA,44
2018/2019,08701,Catania,LM-22,chemical engineering for industrial sustainability,10,NA,NA,NA,16
2018/2019,08701,Catania,LM-23,ingegneria civile delle acque e dei trasporti,33,24,71,95,19
2018/2019,08701,Catania,LM-23,ingegneria civile strutturale e geotecnica,28,27,45,72,13
2018/2019,08701,Catania,LM-25,automation engineering and control of complex systems,34,NA,NA,NA,45
2018/2019,08701,Catania,LM-27,ingegneria delle telecomunicazioni,11,NA,45,NA,21
2018/2019,08701,Catania,LM-29,ingegneria elettronica,8,16,39,55,36
2018/2019,08701,Catania,LM-31,ingegneria gestionale,61,62,110,172,56
2018/2019,08701,Catania,LM-32,ingegneria informatica,20,24,136,160,67
2018/2019,08701,Catania,LM-33,ingegneria meccanica,32,18,94,112,46
2018/2019,08701,Catania,LM-35,ingegneria per l'ambiente e il territorio,25,37,44,81,18
2018/2019,08701,Catania,LM-37,lingue e culture europee ed extraeuropee,36,113,26,139,46
2018/2019,08701,Catania,LM-37,lingue e letterature comparate,40,173,21,194,77
2018/2019,08701,Catania,LM-38,lingue per la cooperazione internazionale,48,155,25,180,54
2018/2019,08701,Catania,LM-40,matematica,22,31,25,56,10
2018/2019,08701,Catania,LM-41,medicina e chirurgia,301,1292,1238,2530,304
2018/2019,08701,Catania,LM-46,odontoiatria e protesi dentaria,27,66,102,168,25
2018/2019,08701,Catania,LM-51,psicologia,85,281,36,317,98
2018/2019,08701,Catania,LM-52,internazionalizzazione delle relazioni commerciali,11,47,26,73,29
2018/2019,08701,Catania,LM-54,chimica biomolecolare,13,38,12,50,14
2018/2019,08701,Catania,LM-54,chimica dei materiali,15,23,26,49,13
2018/2019,08701,Catania,LM-54,chimica organica e bioorganica,9,23,13,36,14
2018/2019,08701,Catania,LM-56,"economia, politiche e management del territorio",17,41,41,82,33
2018/2019,08701,Catania,LM-65,comunicazione della cultura e dello spettacolo,21,79,25,104,27
2018/2019,08701,Catania,LM-67,scienze e tecniche delle attivita motorie preventive e adattate,37,45,74,119,52
2018/2019,08701,Catania,LM-69,scienze e tecnologie agrarie,58,69,149,218,102
2018/2019,08701,Catania,LM-70,scienze e tecnologie alimentari,42,121,40,161,86
2018/2019,08701,Catania,LM-74,scienze geologiche,18,21,34,55,19
2018/2019,08701,Catania,LM-75,"salvaguardia del territorio, dell'ambiente e del paesaggio",17,24,19,43,11
2018/2019,08701,Catania,LM-77,direzione aziendale,172,310,267,577,178
2018/2019,08701,Catania,LM-77,finanza aziendale,33,65,71,136,57
2018/2019,08701,Catania,LM-78,scienze filosofiche,40,92,59,151,41
2018/2019,08701,Catania,LM-79,scienze geofisiche,13,30,33,63,24
2018/2019,08701,Catania,LM-84,storia e cultura dei paesi mediterranei,35,49,56,105,34
2018/2019,08701,Catania,LM-85,scienze pedagogiche e progettazione educativa,69,283,17,300,102
2018/2019,08701,Catania,LM-89,storia dell'arte e beni culturali,19,106,22,128,31
2018/2019,08701,Catania,LM/SNT1,scienze infermieristiche e ostetriche,19,71,40,111,40
2018/2019,08701,Catania,LM/SNT2,scienze riabilitative delle professioni sanitarie,34,54,28,82,40
2018/2019,08701,Catania,LMG/01,giurisprudenza,360,2052,1045,3097,521
2018/2019,09001,Sassari,L-01,scienze dei beni culturali,39,143,89,232,64
2018/2019,09001,Sassari,L-02,biotecnologie,39,110,71,181,67
2018/2019,09001,Sassari,L-10,lettere,37,192,97,289,84
2018/2019,09001,Sassari,L-12,mediazione linguistica e culturale,146,609,198,807,235
2018/2019,09001,Sassari,L-13,scienze biologiche,29,227,70,297,123
2018/2019,09001,Sassari,L-14,scienze dei servizi giuridici,14,173,110,283,117
2018/2019,09001,Sassari,L-15,scienze del turismo culturale,44,130,57,187,39
2018/2019,09001,Sassari,L-16,scienze della politica e dell'amministrazione,39,89,77,166,21
2018/2019,09001,Sassari,L-17,scienze dell'architettura e del progetto,34,79,99,178,56
2018/2019,09001,Sassari,L-18,economia e management,105,344,502,846,301
2018/2019,09001,Sassari,L-18,economia e management del turismo,44,199,135,334,118
2018/2019,09001,Sassari,L-19,scienze dell'educazione,114,611,86,697,201
2018/2019,09001,Sassari,L-21,"urbanistica. pianificazione della citta, del territorio, dell'ambiente e del paesaggio.",8,41,70,111,36
2018/2019,09001,Sassari,L-24,scienze e tecniche psicologiche dei processi cognitivi,80,498,114,612,228
2018/2019,09001,Sassari,L-25,scienze agro-zootecniche,34,98,112,210,52
2018/2019,09001,Sassari,L-25,scienze e tecnologie agrarie,59,83,169,252,53
2018/2019,09001,Sassari,L-25,scienze forestali e ambientali,27,72,77,149,35
2018/2019,09001,Sassari,L-26,"tecnologie viticole, enologiche, alimentari",27,78,139,217,57
2018/2019,09001,Sassari,L-27,chimica,10,71,77,148,63
2018/2019,09001,Sassari,L-32,scienze naturali,18,78,75,153,39
2018/2019,09001,Sassari,L-36,scienze della politica e dell'amministrazione,16,39,39,78,12
2018/2019,09001,Sassari,L-39,servizio sociale,20,251,24,275,123
2018/2019,09001,Sassari,L/DS,sicurezza e cooperazione internazionale,32,88,94,182,51
2018/2019,09001,Sassari,L/SNT1,infermieristica,97,NA,NA,NA,141
2018/2019,09001,Sassari,L/SNT2,fisioterapia,33,NA,NA,NA,30
2018/2019,09001,Sassari,L/SNT3,tecniche di laboratorio biomedico,18,NA,NA,NA,25
2018/2019,09001,Sassari,LM-02,archeologia,17,41,28,69,19
2018/2019,09001,Sassari,LM-04,architettura,24,46,47,93,46
2018/2019,09001,Sassari,LM-06,biologia sperimentale ed applicata,22,33,16,49,13
2018/2019,09001,Sassari,LM-09,biotecnologie sanitarie mediche e veterinarie,16,34,15,49,20
2018/2019,09001,Sassari,LM-13,chimica e tecnologia farmaceutiche,20,202,85,287,44
2018/2019,09001,Sassari,LM-13,farmacia,36,238,69,307,41
2018/2019,09001,Sassari,LM-14,"lettere, filologia moderna e industria culturale",48,90,42,132,65
2018/2019,09001,Sassari,LM-38,lingue e letterature straniere per la mediazione culturale e la valorizzazione del territorio,39,138,24,162,88
2018/2019,09001,Sassari,LM-41,medicina e chirurgia,108,478,377,855,123
2018/2019,09001,Sassari,LM-42,medicina veterinaria,22,169,55,224,54
2018/2019,09001,Sassari,LM-46,odontoiatria e protesi dentaria,17,43,64,107,17
2018/2019,09001,Sassari,LM-48,"pianificazione e politiche per la citta, l'ambiente e il paesaggio",10,20,25,45,26
2018/2019,09001,Sassari,LM-54,scienze chimiche,10,20,16,36,20
2018/2019,09001,Sassari,LM-56,economia,24,39,42,81,36
2018/2019,09001,Sassari,LM-61,"scienze dell'alimentazione, salute e benessere dell'uomo",10,54,NA,NA,39
2018/2019,09001,Sassari,LM-62,politiche pubbliche e governance,26,41,37,78,37
2018/2019,09001,Sassari,LM-69,sistemi agrari,33,28,43,71,34
2018/2019,09001,Sassari,LM-73,sistemi forestali e ambientali,13,24,21,45,14
2018/2019,09001,Sassari,LM-75,gestione dell'ambiente e del territorio,21,21,19,40,16
2018/2019,09001,Sassari,LM-77,economia aziendale,81,202,125,327,106
2018/2019,09001,Sassari,LM-86,scienze delle produzioni zootecniche,22,27,29,56,29
2018/2019,09001,Sassari,LM/SNT1,scienze infermieristiche e ostetriche,37,68,30,98,49
2018/2019,09001,Sassari,LMG/01,giurisprudenza,114,619,327,946,153
2018/2019,09201,Cagliari,L-01,beni culturali e spettacolo,37,282,96,378,123
2018/2019,09201,Cagliari,L-03,beni culturali e spettacolo,29,148,64,212,67
2018/2019,09201,Cagliari,L-05,filosofia,25,103,100,203,67
2018/2019,09201,Cagliari,L-07,ingegneria civile,79,157,272,429,69
2018/2019,09201,Cagliari,L-07,ingegneria per l'ambiente e il territorio,42,69,154,223,37
2018/2019,09201,Cagliari,L-08,ingegneria biomedica,56,172,165,337,80
2018/2019,09201,Cagliari,L-08,"ingegneria elettrica, elettronica e informatica",13,59,267,326,122
2018/2019,09201,Cagliari,L-09,ingegneria biomedica,43,117,104,221,67
2018/2019,09201,Cagliari,L-09,ingegneria chimica,23,56,84,140,47
2018/2019,09201,Cagliari,L-09,ingegneria meccanica,90,71,509,580,140
2018/2019,09201,Cagliari,L-10,lettere,75,295,165,460,130
2018/2019,09201,Cagliari,L-11,lingue e culture per la mediazione linguistica,32,246,61,307,102
2018/2019,09201,Cagliari,L-12,lingue e culture per la mediazione linguistica,84,492,151,643,189
2018/2019,09201,Cagliari,L-13,biologia,106,471,228,699,242
2018/2019,09201,Cagliari,L-14,scienze dei servizi giuridici,44,276,136,412,82
2018/2019,09201,Cagliari,L-16,amministrazione e organizzazione,42,185,105,290,75
2018/2019,09201,Cagliari,L-17,scienze dell'architettura,80,215,183,398,71
2018/2019,09201,Cagliari,L-18,economia e gestione aziendale,277,955,901,1856,522
2018/2019,09201,Cagliari,L-19,scienze dell'educazione e della formazione,153,732,88,820,209
2018/2019,09201,Cagliari,L-20,lingue e comunicazione,70,324,133,457,100
2018/2019,09201,Cagliari,L-20,scienze della comunicazione,85,345,263,608,247
2018/2019,09201,Cagliari,L-24,scienze e tecniche psicologiche,157,563,210,773,174
2018/2019,09201,Cagliari,L-27,chimica,23,153,102,255,65
2018/2019,09201,Cagliari,L-30,fisica,25,57,134,191,80
2018/2019,09201,Cagliari,L-31,informatica,70,58,469,527,139
2018/2019,09201,Cagliari,L-33,economia e finanza,41,124,209,333,94
2018/2019,09201,Cagliari,L-34,scienze geologiche,22,21,76,97,20
2018/2019,09201,Cagliari,L-35,matematica,21,61,85,146,54
2018/2019,09201,Cagliari,L-36,scienze politiche,130,384,373,757,177
2018/2019,09201,Cagliari,L/SNT1,infermieristica,140,NA,NA,NA,111
2018/2019,09201,Cagliari,L/SNT1,ostetricia,22,NA,NA,NA,19
2018/2019,09201,Cagliari,L/SNT2,educazione professionale,8,NA,NA,NA,29
2018/2019,09201,Cagliari,L/SNT2,fisioterapia,27,NA,NA,NA,31
2018/2019,09201,Cagliari,L/SNT4,assistenza sanitaria,39,NA,NA,NA,29
2018/2019,09201,Cagliari,LM-02,archeologia e storia dell'arte,17,52,19,71,18
2018/2019,09201,Cagliari,LM-04,architettura,37,86,69,155,58
2018/2019,09201,Cagliari,LM-06,bio-ecologia marina,11,21,NA,NA,16
2018/2019,09201,Cagliari,LM-06,biologia cellulare e molecolare,12,69,20,89,36
2018/2019,09201,Cagliari,LM-13,chimica e tecnologia farmaceutiche,23,227,94,321,90
2018/2019,09201,Cagliari,LM-13,farmacia,37,287,80,367,85
2018/2019,09201,Cagliari,LM-14,filologie e letterature classiche e moderne,12,71,13,84,28
2018/2019,09201,Cagliari,LM-15,filologie e letterature classiche e moderne,17,35,NA,NA,13
2018/2019,09201,Cagliari,LM-17,fisica,22,17,24,41,16
2018/2019,09201,Cagliari,LM-18,informatica,24,23,85,108,39
2018/2019,09201,Cagliari,LM-22,ingegneria chimica e dei processi biotecnologici,19,27,33,60,29
2018/2019,09201,Cagliari,LM-23,ingegneria civile,35,74,109,183,60
2018/2019,09201,Cagliari,LM-28,ingegneria elettrica,10,NA,33,NA,20
2018/2019,09201,Cagliari,LM-29,ingegneria elettronica,9,NA,48,NA,17
2018/2019,09201,Cagliari,LM-30,ingegneria energetica,10,18,37,55,22
2018/2019,09201,Cagliari,LM-33,ingegneria meccanica,21,14,65,79,20
2018/2019,09201,Cagliari,LM-35,ingegneria per l'ambiente e il territorio,29,42,55,97,33
2018/2019,09201,Cagliari,LM-37,lingue e letterature moderne europee e americane,37,126,29,155,45
2018/2019,09201,Cagliari,LM-40,matematica,9,19,22,41,17
2018/2019,09201,Cagliari,LM-41,medicina e chirurgia,180,829,667,1496,196
2018/2019,09201,Cagliari,LM-46,odontoiatria e protesi dentaria,18,57,54,111,32
2018/2019,09201,Cagliari,LM-50,scienze pedagogiche e dei servizi educativi,18,117,NA,NA,49
2018/2019,09201,Cagliari,LM-51,psicologia dello sviluppo e dei processi socio-lavorativi,72,165,36,201,56
2018/2019,09201,Cagliari,LM-52,relazioni internazionali,52,83,85,168,63
2018/2019,09201,Cagliari,LM-54,scienze chimiche,9,25,24,49,16
2018/2019,09201,Cagliari,LM-56,"economia, finanza e politiche pubbliche",16,29,42,71,39
2018/2019,09201,Cagliari,LM-61,scienze degli alimenti e della nutrizione,42,96,35,131,52
2018/2019,09201,Cagliari,LM-63,scienze dell'amministrazione,31,119,50,169,63
2018/2019,09201,Cagliari,LM-74,scienze e tecnologie geologiche,20,20,36,56,24
2018/2019,09201,Cagliari,LM-77,economia manageriale,101,172,145,317,131
2018/2019,09201,Cagliari,LM-78,filosofia e teorie della comunicazione,15,28,23,51,15
2018/2019,09201,Cagliari,LM-84,storia e societa,23,53,57,110,49
2018/2019,09201,Cagliari,LM-85,scienze pedagogiche e dei servizi educativi,23,137,NA,NA,49
2018/2019,09201,Cagliari,LM-85 BIS,scienze della formazione primaria,61,455,24,479,64
2018/2019,09201,Cagliari,LM-89,archeologia e storia dell'arte,19,71,15,86,29
2018/2019,09201,Cagliari,LM-92,filosofia e teorie della comunicazione,13,27,15,42,15
2018/2019,09201,Cagliari,LM-94,traduzione specialistica dei testi,27,60,12,72,17
2018/2019,09201,Cagliari,LM/SNT1,scienze infermieristiche e ostetriche,15,77,22,99,49
2018/2019,09201,Cagliari,LMG/01,giurisprudenza,162,969,444,1413,197
2018/2019,00101,Torino,L-14,global law and transnational legal studies,NA,67,46,113,113
2018/2019,00101,Torino,L-16,consulenza del lavoro e gestione delle risorse umane,NA,203,74,277,174
2018/2019,00101,Torino,L-18,business & management,NA,219,276,495,235
2018/2019,00101,Torino,L/DS,scienze strategiche e della sicurezza,NA,29,44,73,39
2018/2019,00101,Torino,LM-38,lingue dell'asia e dell'africa per la comunicazione e la cooperazione internazionale,NA,36,NA,NA,45
2018/2019,00101,Torino,LM-41,medicine and surgery,NA,116,79,195,103
2018/2019,00101,Torino,LM-56,economics,NA,13,23,36,35
2018/2019,00101,Torino,LM-60,scienze dei sistemi naturali,NA,18,NA,NA,23
2018/2019,00101,Torino,LM-65,"cam - cinema, arti della scena, musica e media",NA,38,20,58,58
2018/2019,00101,Torino,LM-73,scienze e tecnologie dei sistemi e territori forestali,NA,18,21,39,21
2018/2019,00101,Torino,LM-81,area & global studies for international cooperation,NA,49,25,74,74
2018/2019,00101,Torino,LM-90,european legal studies,NA,48,NA,NA,35
2018/2019,00201,Piemonte Orientale,LM-18,informatica,NA,NA,21,NA,11
2018/2019,00201,Piemonte Orientale,LM-87,societa e sviluppo locale,NA,11,NA,NA,6
2018/2019,00201,Piemonte Orientale,LM-88,societa e sviluppo locale,NA,13,NA,NA,11
2018/2019,00401,Scienze Gastronomiche,L/GASTR,scienze e culture gastronomiche,NA,39,59,98,98
2018/2019,00401,Scienze Gastronomiche,LM/GASTR,food innovation & management,NA,16,16,32,32
2018/2019,00701,Aosta,LM-37,lingue e culture per la promozione delle aree montane,NA,18,NA,NA,10
2018/2019,01001,Genova,L-09,ingegneria gestionale,NA,26,74,100,100
2018/2019,01001,Genova,L-09,ingegneria meccanica - energia e produzione,NA,NA,39,NA,48
2018/2019,01001,Genova,L-14,servizi legali all'impresa e alla pubblica amministrazione,NA,59,39,98,98
2018/2019,01001,Genova,L-19,scienze dell'educazione e della formazione,NA,184,36,220,220
2018/2019,01001,Genova,LM-09,medical-pharmaceutical biotechnology,NA,13,NA,NA,9
2018/2019,01001,Genova,LM-15,"scienze dell'antichita: archeologia, filologia e letterature, storia",NA,12,NA,NA,11
2018/2019,01001,Genova,LM-18,computer science,NA,NA,36,NA,43
2018/2019,01001,Genova,LM-23,ingegneria civile,NA,NA,24,NA,28
2018/2019,01001,Genova,LM-24,engineering for building retrofitting,NA,11,NA,NA,19
2018/2019,01001,Genova,LM-26,"safety engineering for transport, logistics, and production",NA,NA,33,NA,36
2018/2019,01001,Genova,LM-27,internet and multimedia engineering,NA,NA,32,NA,40
2018/2019,01001,Genova,LM-30,energy engineering,NA,NA,14,NA,16
2018/2019,01001,Genova,LM-32,robotics engineering,NA,13,38,51,51
2018/2019,01001,Genova,LM-71,chimica industriale,NA,13,16,29,11
2018/2019,01001,Genova,LM-80,valorizzazione dei territori e turismi sostenibili,NA,11,NA,NA,16
2018/2019,01202,Insubria,L-42,storia e storie del mondo contemporaneo,NA,25,21,46,46
2018/2019,01202,Insubria,LM-17,fisica,NA,NA,14,NA,7
2018/2019,01202,Insubria,LM-35,ingegneria ambientale e per la sostenibilita' degli ambienti di lavoro,NA,NA,23,NA,33
2018/2019,01301,Novedrate,L-13,scienze biologiche,NA,155,109,264,265
2018/2019,01501,Milano,L-16,management pubblico e della sanita,NA,92,61,153,86
2018/2019,01501,Milano,L-32,scienze e politiche ambientali,NA,27,19,46,46
2018/2019,01501,Milano,L-33,economia e management,NA,185,269,454,243
2018/2019,01501,Milano,LM-07,biotechnology for the bioeconomy - biotecnologia per la bioeconomia,NA,NA,14,NA,22
2018/2019,01501,Milano,LM-60,biogeoscienze: analisi degli ecosistemi e comunicazione delle scienze,NA,22,14,36,37
2018/2019,01501,Milano,LM-77,management of innovation and entrepreneurship - management dell'innovazione e imprenditorialita,NA,49,34,83,84
2018/2019,01501,Milano,LM-91,data science and economics - scienza dei dati e economia,NA,NA,17,NA,24
2018/2019,01502,Milano Politecnico,L-07,ingegneria civile per la mitigazione del rischio,NA,NA,21,NA,31
2018/2019,01502,Milano Politecnico,L-23,ingegneria edile e delle costruzioni,NA,84,128,212,118
2018/2019,01502,Milano Politecnico,LM-04,architectural design and history,NA,55,28,83,83
2018/2019,01502,Milano Politecnico,LM-04,sustainable architecture and landscape design,NA,87,37,124,124
2018/2019,01502,Milano Politecnico,LM-24,management of built environment,NA,49,63,112,112
2018/2019,01502,Milano Politecnico,LM-32,music and acoustic engineering,NA,NA,36,NA,53
2018/2019,01502,Milano Politecnico,LM-48,urban planning and policy design,NA,52,27,79,79
2018/2019,01503,Milano Bocconi,L-18,"economia e management per arte, cultura e comunicazione - economics and management for arts, culture and communication",NA,176,49,225,225
